id,title,date_earliest,date_latest,thumb_vs,production_country,production_region,production_minting_place
38099,Knossos,-10,54,http://ww2.smb.museum/mk_edit/images/n39/39538/vs_thumb.jpg,Griechenland,Kreta,Knossos
38103,Mauretanien: Iuba II.,-50,23,http://ww2.smb.museum/mk_edit/images/n39/39542/vs_thumb.jpg,Algerien,Mauretanien,Caesarea (Iol)
38104,Mauretanien: Iuba II.,-50,23,http://ww2.smb.museum/mk_edit/images/n39/39543/vs_thumb.jpg,Algerien,Mauretanien,Caesarea (Iol)
38122,Maximianus Herculius,250,310,http://ww2.smb.museum/mk_edit/images/n39/39561/vs_thumb.jpg,Tunesien,Africa,Karthago
38131,Maximianus Herculius,250,310,http://ww2.smb.museum/mk_edit/images/n39/39570/vs_thumb.jpg,Italien,Italia,Ticinum-Pavia
38134,Maximianus Herculius,250,310,http://ww2.smb.museum/mk_edit/images/n39/39573/vs_thumb.jpg,Türkei,Thrakien,Perinthos (Herakleia)
38148,Maximianus Herculius,250,310,http://ww2.smb.museum/mk_edit/images/n39/39587/vs_thumb.jpg,Italien,Italia,Aquileia
38157,Maximianus Herculius,250,310,http://ww2.smb.museum/mk_edit/images/n39/39596/vs_thumb.jpg,Italien,Italia,Ticinum-Pavia
38178,Constans,320,350,http://ww2.smb.museum/mk_edit/images/n39/39617/vs_thumb.jpg,Kroatien,Pannonien,Siscia (Sisak)
38179,Constans,320,350,http://ww2.smb.museum/mk_edit/images/n39/39618/vs_thumb.jpg,Kroatien,Pannonien,Siscia (Sisak)
38181,Constans,320,350,http://ww2.smb.museum/mk_edit/images/n39/39620/vs_thumb.jpg,Türkei,Oriens,Antiochia (Antakya)
38182,Gratianus,359,383,http://ww2.smb.museum/mk_edit/images/n39/39621/vs_thumb.jpg,Italien,Italia,Mailand
38183,Constans,320,350,http://ww2.smb.museum/mk_edit/images/n39/39622/vs_thumb.jpg,Griechenland,Makedonien,Thessaloniki
38184,Constans,320,350,http://ww2.smb.museum/mk_edit/images/n39/39623/vs_thumb.jpg,Griechenland,Makedonien,Thessaloniki
38192,Knossos,-64,-12,http://ww2.smb.museum/mk_edit/images/n39/39631/vs_thumb.jpg,Griechenland,Kreta,Knossos
38199,Knossos,-64,-12,http://ww2.smb.museum/mk_edit/images/n39/39638/vs_thumb.jpg,Griechenland,Kreta,Knossos
38201,Knossos,-63,14,http://ww2.smb.museum/mk_edit/images/n39/39640/vs_thumb.jpg,Griechenland,Kreta,Knossos
38204,Knossos,-64,-12,http://ww2.smb.museum/mk_edit/images/n39/39643/vs_thumb.jpg,Griechenland,Kreta,Knossos
38206,Knossos,-63,14,http://ww2.smb.museum/mk_edit/images/n39/39645/vs_thumb.jpg,Griechenland,Kreta,Knossos
38210,Knossos,-63,14,http://ww2.smb.museum/mk_edit/images/n39/39649/vs_thumb.jpg,Griechenland,Kreta,Knossos
38212,Knossos,-63,14,http://ww2.smb.museum/mk_edit/images/n39/39651/vs_thumb.jpg,Griechenland,Kreta,Knossos
38214,Knossos,-63,14,http://ww2.smb.museum/mk_edit/images/n39/39653/vs_thumb.jpg,Griechenland,Kreta,Knossos
38218,Knossos,-63,14,http://ww2.smb.museum/mk_edit/images/n39/39657/vs_thumb.jpg,Griechenland,Kreta,Knossos
38226,Postumus,260,269,http://ww2.smb.museum/mk_edit/images/n39/39665/vs_thumb.jpg,Deutschland,Germania,Köln?
38231,Knossos,-42,37,http://ww2.smb.museum/mk_edit/images/n39/39670/vs_thumb.jpg,Griechenland,Kreta,Knossos
38237,Knossos,-42,37,http://ww2.smb.museum/mk_edit/images/n39/39676/vs_thumb.jpg,Griechenland,Kreta,Knossos
38239,Knossos,-42,37,http://ww2.smb.museum/mk_edit/images/n39/39678/vs_thumb.jpg,Griechenland,Kreta,Knossos
38243,Knossos,-42,37,http://ww2.smb.museum/mk_edit/images/n39/39682/vs_thumb.jpg,Griechenland,Kreta,Knossos
38244,Knossos,-58,29,http://ww2.smb.museum/mk_edit/images/n39/39683/vs_thumb.jpg,Griechenland,Kreta,Knossos
38245,Knossos,-63,14,http://ww2.smb.museum/mk_edit/images/n39/39684/vs_thumb.jpg,Griechenland,Kreta,Knossos
38287,Knossos,-63,14,http://ww2.smb.museum/mk_edit/images/n39/39726/vs_thumb.jpg,Griechenland,Kreta,Knossos
38290,Knossos,-63,14,http://ww2.smb.museum/mk_edit/images/n39/39729/vs_thumb.jpg,Griechenland,Kreta,Knossos
38292,Sparta,-73,7,http://ww2.smb.museum/mk_edit/images/n39/39731/vs_thumb.jpg,Griechenland,Lakonien,Sparta
38295,Sparta,-73,7,http://ww2.smb.museum/mk_edit/images/n39/39734/vs_thumb.jpg,Griechenland,Lakonien,Sparta
38299,Sparta,-73,7,http://ww2.smb.museum/mk_edit/images/n39/39738/vs_thumb.jpg,Griechenland,Lakonien,Sparta
38301,Sparta,-43,-31,http://ww2.smb.museum/mk_edit/images/n39/39740/vs_thumb.jpg,Griechenland,Lakonien,Sparta
38306,Sparta,-63,14,http://ww2.smb.museum/mk_edit/images/n39/39745/vs_thumb.jpg,Griechenland,Lakonien,Sparta
38312,Galerius Maximianus,250,311,http://ww2.smb.museum/mk_edit/images/n39/39751/vs_thumb.jpg,Türkei,Pontos,Nikomedia (Izmit)
38314,Sparta,-63,14,http://ww2.smb.museum/mk_edit/images/n39/39753/vs_thumb.jpg,Griechenland,Lakonien,Sparta
38316,Deutsches Reich: Philipp von Schwaben,1177,1208,http://ww2.smb.museum/mk_edit/images/n39/39755/vs_thumb.jpg,Deutschland,Rheinland,Aachen?
38317,Sparta,-31,-2,http://ww2.smb.museum/mk_edit/images/n39/39756/vs_thumb.jpg,Griechenland,Lakonien,Sparta
38319,Deutsches Reich: Otto IV.,1175,1218,http://ww2.smb.museum/mk_edit/images/n39/39758/vs_thumb.jpg,Deutschland,Nordrhein-Westfalen,Dortmund
38320,Deutsches Reich: Friedrich II.,1194,1250,http://ww2.smb.museum/mk_edit/images/n39/39759/vs_thumb.jpg,Deutschland,Nordrhein-Westfalen,Dortmund
38322,Deutsches Reich: Wilhelm von Holland,1247,1256,http://ww2.smb.museum/mk_edit/images/n39/39761/vs_thumb.jpg,Deutschland,Nordrhein-Westfalen,Dortmund
38324,Deutsches Reich: Karl IV.,1316,1378,http://ww2.smb.museum/mk_edit/images/n39/39763/vs_thumb.jpg,Deutschland,Hessen,Frankfurt am Main
38326,Lippe: Grafschaft,1252,1265,http://ww2.smb.museum/mk_edit/images/n39/39765/vs_thumb.jpg,Deutschland,Nordrhein-Westfalen,Lemgo
38327,Sparta,-64,-12,http://ww2.smb.museum/mk_edit/images/n39/39766/vs_thumb.jpg,Griechenland,Lakonien,Sparta
38329,Jülich: Herzogtum,1325,1393,http://ww2.smb.museum/mk_edit/images/n39/39768/vs_thumb.jpg,Deutschland,Nordrhein-Westfalen,Dülken
38330,Lothringen: Herzogtum,1346,1390,http://ww2.smb.museum/mk_edit/images/n39/39769/vs_thumb.jpg,Frankreich,Meurthe-et-Moselle,Nancy
38332,Sparta,-12,14,http://ww2.smb.museum/mk_edit/images/n39/39771/vs_thumb.jpg,Griechenland,Lakonien,Sparta
38333,Lothringen: Herzogtum,1364,1431,http://ww2.smb.museum/mk_edit/images/n39/39772/vs_thumb.jpg,Frankreich,Moselle,Sierck-les-Bains?
38334,Lothringen: Herzogtum,1346,1390,http://ww2.smb.museum/mk_edit/images/n39/39773/vs_thumb.jpg,Frankreich,Meurthe-et-Moselle,Nancy
38335,Sparta,-12,14,http://ww2.smb.museum/mk_edit/images/n39/39774/vs_thumb.jpg,Griechenland,Lakonien,Sparta
38336,Sparta,-64,-12,http://ww2.smb.museum/mk_edit/images/n39/39775/vs_thumb.jpg,Griechenland,Lakonien,Sparta
38337,Metz: Stadt,1406,1450,http://ww2.smb.museum/mk_edit/images/n39/39776/vs_thumb.jpg,Frankreich,Moselle,Metz
38338,Metz: Bistum,1299,1361,http://ww2.smb.museum/mk_edit/images/n39/39777/vs_thumb.jpg,Frankreich,Moselle,Marsal
38339,Sparta,-64,-12,http://ww2.smb.museum/mk_edit/images/n39/39778/vs_thumb.jpg,Griechenland,Lakonien,Sparta
38340,Metz: Bistum,1330,1384,http://ww2.smb.museum/mk_edit/images/n39/39779/vs_thumb.jpg,Frankreich,Moselle,Metz
38341,Verdun: Bistum,1375,1430,http://ww2.smb.museum/mk_edit/images/n39/39780/vs_thumb.jpg,Frankreich,Meuse,Varennes-en-Argonne
38342,Luxemburg: Grafschaft,1301,1313,http://ww2.smb.museum/mk_edit/images/n39/39781/vs_thumb.jpg,Belgien,Wallonien,Méraude (Poilvache)
38344,Trier: Boemund II. und Herzogtum Luxemburg,1290,1367,http://ww2.smb.museum/mk_edit/images/n39/39783/vs_thumb.jpg,Luxemburg,,Luxemburg
38345,Braunschweig: Stadt,1499,1499,http://ww2.smb.museum/mk_edit/images/n39/39784/vs_thumb.jpg,Deutschland,Niedersachsen,Braunschweig
38347,Hamburg: Stadt,1387,1392,http://ww2.smb.museum/mk_edit/images/n39/39786/vs_thumb.jpg,Deutschland,,Hamburg
38348,Lüneburg: Stadt,1377,1379,http://ww2.smb.museum/mk_edit/images/n39/39787/vs_thumb.jpg,Deutschland,Niedersachsen,Lüneburg
38349,Wismar: Stadt,1379,1387,http://ww2.smb.museum/mk_edit/images/n39/39788/vs_thumb.jpg,Deutschland,Mecklenburg,Wismar
38351,Rostock: Stadt,1365,1381,http://ww2.smb.museum/mk_edit/images/n39/39790/vs_thumb.jpg,Deutschland,Mecklenburg,Rostock
38353,Stralsund: Stadt,1365,1381,http://ww2.smb.museum/mk_edit/images/n39/39792/vs_thumb.jpg,Deutschland,Mecklenburg-Vorpommern,Stralsund
38354,Würzburg: Bistum,1395,1400,http://ww2.smb.museum/mk_edit/images/n39/39793/vs_thumb.jpg,Deutschland,Franken,Würzburg
38355,Sparta,-10,54,http://ww2.smb.museum/mk_edit/images/n39/39794/vs_thumb.jpg,Griechenland,Lakonien,Sparta
38359,Sparta,-10,54,http://ww2.smb.museum/mk_edit/images/n39/39798/vs_thumb.jpg,Griechenland,Lakonien,Sparta
38360,Sparta,-10,54,http://ww2.smb.museum/mk_edit/images/n39/39799/vs_thumb.jpg,Griechenland,Lakonien,Sparta
38362,Sparta,-10,54,http://ww2.smb.museum/mk_edit/images/n39/39801/vs_thumb.jpg,Griechenland,Lakonien,Sparta
38364,Sparta,-10,54,http://ww2.smb.museum/mk_edit/images/n39/39803/vs_thumb.jpg,Griechenland,Lakonien,Sparta
38366,Sparta,-10,54,http://ww2.smb.museum/mk_edit/images/n39/39805/vs_thumb.jpg,Griechenland,Lakonien,Sparta
38367,Sparta,-10,54,http://ww2.smb.museum/mk_edit/images/n39/39806/vs_thumb.jpg,Griechenland,Lakonien,Sparta
38369,Sparta,-10,54,http://ww2.smb.museum/mk_edit/images/n39/39808/vs_thumb.jpg,Griechenland,Lakonien,Sparta
38380,Carausius,286,293,http://ww2.smb.museum/mk_edit/images/n39/39819/vs_thumb.jpg,Großbritannien,Britannien,
38383,Ptolemäer: Kleopatra VII.,-69,-30,http://ww2.smb.museum/mk_edit/images/n39/39822/vs_thumb.jpg,Ägypten,Ägypten,Alexandria
38387,Brandenburg-Franken: Friedrich VI.,1371,1440,http://ww2.smb.museum/mk_edit/images/n39/39826/vs_thumb.jpg,Deutschland,Franken,Bayreuth
38388,Neuböhmen: Karl IV.,1316,1378,http://ww2.smb.museum/mk_edit/images/n39/39827/vs_thumb.jpg,Deutschland,Franken,Erlangen
38389,Bayern: Herzogtum,1315,1392,http://ww2.smb.museum/mk_edit/images/n39/39828/vs_thumb.jpg,Deutschland,Bayern,Regensburg
38390,Bayern-München: Herzogtum,1373,1438,http://ww2.smb.museum/mk_edit/images/n39/39829/vs_thumb.jpg,Deutschland,Bayern,München
38391,Bayern-Landshut: Herzogtum,1386,1450,http://ww2.smb.museum/mk_edit/images/n39/39830/vs_thumb.jpg,Deutschland,Bayern,Landshut
38393,Nürnberg: Reichsmünzstätte,1316,1378,http://ww2.smb.museum/mk_edit/images/n39/39832/vs_thumb.jpg,Deutschland,Franken,Nürnberg
38394,Württemberg: Grafschaft,1396,1417,http://ww2.smb.museum/mk_edit/images/n39/39833/vs_thumb.jpg,Deutschland,Württemberg,Stuttgart?
38395,Freiburg im Breisgau: Stadt,1350,1350,http://ww2.smb.museum/mk_edit/images/n39/39834/vs_thumb.jpg,Deutschland,Schwaben,Freiburg (Breisgau)
38396,Straßburg: Stadt,1340,1450,http://ww2.smb.museum/mk_edit/images/n39/39835/vs_thumb.jpg,Frankreich,Elsass (Bas-Rhin),Straßburg (Strasbourg)
38400,Würzburg: Bistum,1404,1455,http://ww2.smb.museum/mk_edit/images/n39/39839/vs_thumb.jpg,Deutschland,Franken,Würzburg
38402,Würzburg: Bistum,1437,1440,http://ww2.smb.museum/mk_edit/images/n39/39841/vs_thumb.jpg,Deutschland,Franken,Würzburg
38403,Brandenburg-Franken: Friedrich V.,1332,1398,http://ww2.smb.museum/mk_edit/images/n39/39842/vs_thumb.jpg,Deutschland,Franken,Nürnberg?
38404,Brandenburg-Franken: Friedrich VI.,1371,1440,http://ww2.smb.museum/mk_edit/images/n39/39843/vs_thumb.jpg,Deutschland,Franken,Schwabach?
38405,Nürnberg: Stadt,1429,1431,http://ww2.smb.museum/mk_edit/images/n39/39844/vs_thumb.jpg,Deutschland,Franken,Nürnberg
38406,Nördlingen: Reichsmünzstätte,1459,1519,http://ww2.smb.museum/mk_edit/images/n39/39845/vs_thumb.jpg,Deutschland,Schwaben,Nördlingen
38407,Württemberg: Grafschaft,1445,1496,http://ww2.smb.museum/mk_edit/images/n39/39846/vs_thumb.jpg,Deutschland,Württemberg,Tübingen
38408,Württemberg: Grafschaft,1423,1450,http://ww2.smb.museum/mk_edit/images/n39/39847/vs_thumb.jpg,Deutschland,Württemberg,Stuttgart
38409,Konstanz: Stadt,1499,1518,http://ww2.smb.museum/mk_edit/images/n39/39848/vs_thumb.jpg,Deutschland,Schwaben,Konstanz
38410,Ulm: Stadt,1502,1502,http://ww2.smb.museum/mk_edit/images/n39/39849/vs_thumb.jpg,Deutschland,Schwaben,Ulm
38411,Freiburg im Breisgau: Stadt,1503,1503,http://ww2.smb.museum/mk_edit/images/n39/39850/vs_thumb.jpg,Deutschland,Schwaben,Freiburg (Breisgau)
38412,Freiburg im Breisgau: Stadt,1499,1499,http://ww2.smb.museum/mk_edit/images/n39/39851/vs_thumb.jpg,Deutschland,Schwaben,Freiburg (Breisgau)
38413,Thann: Stadt,1499,1499,http://ww2.smb.museum/mk_edit/images/n39/39852/vs_thumb.jpg,Frankreich,Elsass (Haut-Rhin),Thann
38414,Colmar: Stadt,1499,1499,http://ww2.smb.museum/mk_edit/images/n39/39853/vs_thumb.jpg,Frankreich,Elsass (Haut-Rhin),Colmar
38415,Lausanne: Bistum,1150,1165,http://ww2.smb.museum/mk_edit/images/n39/39854/vs_thumb.jpg,Schweiz,Waadt,Lausanne
38416,Genf: Bistum,1100,1150,http://ww2.smb.museum/mk_edit/images/n39/39855/vs_thumb.jpg,Schweiz,Genf,Genf
38417,Chur: Bistum,1180,1223,http://ww2.smb.museum/mk_edit/images/n39/39856/vs_thumb.jpg,Schweiz,Graubünden,Chur
38418,Habsburg: Grafschaft,1255,1308,http://ww2.smb.museum/mk_edit/images/n39/39857/vs_thumb.jpg,Schweiz,Aargau,Zofingen
38419,Zürich: Abtei,1270,1270,http://ww2.smb.museum/mk_edit/images/n39/39858/vs_thumb.jpg,Schweiz,Zürich,Zürich
38420,Schaffhausen: Stadt,1330,1377,http://ww2.smb.museum/mk_edit/images/n39/39859/vs_thumb.jpg,Schweiz,Schaffhausen,Schaffhausen
38421,Basel: Bistum,1245,1320,http://ww2.smb.museum/mk_edit/images/n39/39860/vs_thumb.jpg,Schweiz,Basel-Stadt,Basel
38422,Genf: Grafschaft,1371,1394,http://ww2.smb.museum/mk_edit/images/n39/39861/vs_thumb.jpg,Frankreich,Haute-Savoie,Annecy
38423,Zürich: Stadt,747,814,http://ww2.smb.museum/mk_edit/images/n39/39862/vs_thumb.jpg,Schweiz,Zürich,Zürich
38424,Bern: Stadt,1492,1528,http://ww2.smb.museum/mk_edit/images/n39/39863/vs_thumb.jpg,Schweiz,Bern,Bern
38425,Bern: Stadt,1492,1492,http://ww2.smb.museum/mk_edit/images/n39/39864/vs_thumb.jpg,Schweiz,Bern,Bern
38426,Basel: Stadt,1499,1499,http://ww2.smb.museum/mk_edit/images/n39/39865/vs_thumb.jpg,Schweiz,Basel-Stadt,Basel
38427,Freiburg im Uechtland: Stadt,1494,1494,http://ww2.smb.museum/mk_edit/images/n39/39866/vs_thumb.jpg,Schweiz,Freiburg/Fribourg,Freiburg (Fribourg)
38428,Sitten: Bistum,1437,1510,http://ww2.smb.museum/mk_edit/images/n39/39867/vs_thumb.jpg,Schweiz,Wallis,Sitten (Sion)
38429,Decentius,301,353,http://ww2.smb.museum/mk_edit/images/n39/39868/vs_thumb.jpg,Deutschland,Gallia,Trier
38430,Decentius,301,353,http://ww2.smb.museum/mk_edit/images/n39/39869/vs_thumb.jpg,Deutschland,Gallia,Trier
38527,Portugal: Johann II.,1455,1495,http://ww2.smb.museum/mk_edit/images/n39/39981/vs_thumb.jpg,Portugal,,Lissabon
38530,Sizilien: Roger II.,1095,1154,http://ww2.smb.museum/mk_edit/images/n39/39984/vs_thumb.jpg,Italien,Sizilien,Messana-Messina
38531,Amalfi: Königtum,1088,1100,http://ww2.smb.museum/mk_edit/images/n39/39985/vs_thumb.jpg,Italien,Kampanien,Amalfi
38534,Kastilien und Leon: Heinrich IV.,1425,1474,http://ww2.smb.museum/mk_edit/images/n39/39994/vs_thumb.jpg,Spanien,Andalusien,Sevilla
38536,Aragon: Peter IV.,1319,1387,http://ww2.smb.museum/mk_edit/images/n39/39996/vs_thumb.jpg,Frankreich,Pyrénées-Orientales,Perpignan
38537,Aragon: Johann II.,1398,1479,http://ww2.smb.museum/mk_edit/images/n39/39997/vs_thumb.jpg,,,
38542,Alexandria Troas,172,238,http://ww2.smb.museum/mk_edit/images/n40/40002/vs_thumb.jpg,Türkei,Troas,Alexandria Troas
38656,Koinon von Zypern,-63,14,http://ww2.smb.museum/mk_edit/images/n40/40160/vs_thumb.jpg,Zypern,Zypern,Paphos?
38665,Koinon von Zypern,-63,14,http://ww2.smb.museum/mk_edit/images/n40/40181/vs_thumb.jpg,Zypern,Zypern,Paphos?
38667,Koinon von Zypern,-63,14,http://ww2.smb.museum/mk_edit/images/n40/40183/vs_thumb.jpg,Zypern,Zypern,Paphos?
38668,Koinon von Zypern,-63,14,http://ww2.smb.museum/mk_edit/images/n40/40184/vs_thumb.jpg,Zypern,Zypern,Paphos?
38670,Koinon von Zypern,-63,14,http://ww2.smb.museum/mk_edit/images/n40/40186/vs_thumb.jpg,Zypern,Zypern,Paphos?
38671,Koinon von Zypern,-63,14,http://ww2.smb.museum/mk_edit/images/n40/40187/vs_thumb.jpg,Zypern,Zypern,Paphos?
38672,Koinon von Zypern,-63,14,http://ww2.smb.museum/mk_edit/images/n40/40188/vs_thumb.jpg,Zypern,Zypern,Paphos?
38673,Koinon von Zypern,-63,14,http://ww2.smb.museum/mk_edit/images/n40/40189/vs_thumb.jpg,Zypern,Zypern,Salamis?
38674,Koinon von Zypern,-63,14,http://ww2.smb.museum/mk_edit/images/n40/40190/vs_thumb.jpg,Zypern,Zypern,Paphos?
38675,Koinon von Zypern,-63,14,http://ww2.smb.museum/mk_edit/images/n40/40191/vs_thumb.jpg,Zypern,Zypern,Paphos?
38676,Koinon von Zypern,-63,14,http://ww2.smb.museum/mk_edit/images/n40/40192/vs_thumb.jpg,Zypern,Zypern,Paphos?
38677,Koinon von Zypern,-63,14,http://ww2.smb.museum/mk_edit/images/n40/40193/vs_thumb.jpg,Zypern,Zypern,Paphos?
38678,Koinon von Zypern,-63,14,http://ww2.smb.museum/mk_edit/images/n40/40194/vs_thumb.jpg,Zypern,Zypern,Paphos?
38679,Koinon von Zypern,-63,14,http://ww2.smb.museum/mk_edit/images/n40/40195/vs_thumb.jpg,Zypern,Zypern,Paphos?
38680,Koinon von Zypern,-63,14,http://ww2.smb.museum/mk_edit/images/n40/40196/vs_thumb.jpg,Zypern,Zypern,Paphos?
38681,Koinon von Zypern,-63,14,http://ww2.smb.museum/mk_edit/images/n40/40197/vs_thumb.jpg,Zypern,Zypern,Salamis?
38682,Koinon von Zypern,-63,14,http://ww2.smb.museum/mk_edit/images/n40/40198/vs_thumb.jpg,Zypern,Zypern,Salamis?
38683,Koinon von Zypern,-63,14,http://ww2.smb.museum/mk_edit/images/n40/40199/vs_thumb.jpg,Zypern,Zypern,Salamis?
38684,Koinon von Zypern,-63,14,http://ww2.smb.museum/mk_edit/images/n40/40200/vs_thumb.jpg,Zypern,Zypern,Paphos?
38685,Koinon von Zypern,-28,14,http://ww2.smb.museum/mk_edit/images/n40/40201/vs_thumb.jpg,Zypern,Zypern,
38686,Koinon von Zypern,-28,14,http://ww2.smb.museum/mk_edit/images/n40/40202/vs_thumb.jpg,Zypern,Zypern,
38687,Koinon von Zypern,-28,14,http://ww2.smb.museum/mk_edit/images/n40/40203/vs_thumb.jpg,Zypern,Zypern,
38688,Koinon von Zypern,-63,14,http://ww2.smb.museum/mk_edit/images/n40/40204/vs_thumb.jpg,Zypern,Zypern,Paphos?
38690,Koinon von Zypern,-63,14,http://ww2.smb.museum/mk_edit/images/n40/40206/vs_thumb.jpg,Zypern,Zypern,Paphos?
38692,Ptolemäer: Ptolemaios I.,-367,-282,http://ww2.smb.museum/mk_edit/images/n40/40208/vs_thumb.jpg,Ägypten,Ägypten,Alexandria
38693,Koinon von Zypern,-63,14,http://ww2.smb.museum/mk_edit/images/n40/40209/vs_thumb.jpg,Zypern,Zypern,Paphos?
38694,Ptolemäer: Ptolemaios II.,-367,-282,http://ww2.smb.museum/mk_edit/images/n40/40210/vs_thumb.jpg,Ägypten,Ägypten,Alexandria
38695,Koinon von Zypern,-63,14,http://ww2.smb.museum/mk_edit/images/n40/40211/vs_thumb.jpg,Zypern,Zypern,Paphos?
38696,Koinon von Zypern,-63,14,http://ww2.smb.museum/mk_edit/images/n40/40212/vs_thumb.jpg,Zypern,Zypern,Paphos?
38697,Koinon von Zypern,-63,14,http://ww2.smb.museum/mk_edit/images/n40/40213/vs_thumb.jpg,Zypern,Zypern,Paphos?
38699,Koinon von Zypern,-10,54,http://ww2.smb.museum/mk_edit/images/n40/40215/vs_thumb.jpg,Zypern,Zypern,Paphos?
38706,Koinon von Zypern,-10,54,http://ww2.smb.museum/mk_edit/images/n40/40222/vs_thumb.jpg,Zypern,Zypern,Paphos?
38708,Ostfriesland: Häuptlinge von Jever,1433,1441,http://ww2.smb.museum/mk_edit/images/n40/40224/vs_thumb.jpg,Deutschland,Ostfriesland,Jever
38709,Koinon von Zypern,-10,54,http://ww2.smb.museum/mk_edit/images/n40/40225/vs_thumb.jpg,Zypern,Zypern,Paphos?
38710,Koinon von Zypern,-10,54,http://ww2.smb.museum/mk_edit/images/n40/40226/vs_thumb.jpg,Zypern,Zypern,Paphos?
38711,Koinon von Zypern,-10,54,http://ww2.smb.museum/mk_edit/images/n40/40227/vs_thumb.jpg,Zypern,Zypern,Paphos?
38712,Koinon von Zypern,-10,54,http://ww2.smb.museum/mk_edit/images/n40/40228/vs_thumb.jpg,Zypern,Zypern,Paphos?
38713,Koinon von Zypern,-10,54,http://ww2.smb.museum/mk_edit/images/n40/40229/vs_thumb.jpg,Zypern,Zypern,Paphos?
38714,Koinon von Zypern,-10,54,http://ww2.smb.museum/mk_edit/images/n40/40230/vs_thumb.jpg,Zypern,Zypern,Paphos?
38715,Koinon von Zypern,-10,54,http://ww2.smb.museum/mk_edit/images/n40/40231/vs_thumb.jpg,Zypern,Zypern,Paphos?
38716,Koinon von Zypern,-10,54,http://ww2.smb.museum/mk_edit/images/n40/40232/vs_thumb.jpg,Zypern,Zypern,Paphos?
38717,Kleve: Otto,1278,1311,http://ww2.smb.museum/mk_edit/images/n40/40233/vs_thumb.jpg,Niederlande,Gelderland,Huissen
38718,Koinon von Zypern,-42,37,http://ww2.smb.museum/mk_edit/images/n40/40234/vs_thumb.jpg,Zypern,Zypern,Paphos?
38720,Kleve: Otto,1278,1311,http://ww2.smb.museum/mk_edit/images/n40/40236/vs_thumb.jpg,Niederlande,Gelderland,Huissen
38721,Koinon von Zypern,-15,23,http://ww2.smb.museum/mk_edit/images/n40/40237/vs_thumb.jpg,Zypern,Zypern,Salamis?
38722,Koinon von Zypern,-15,23,http://ww2.smb.museum/mk_edit/images/n40/40238/vs_thumb.jpg,Zypern,Zypern,Paphos?
38723,Koinon von Zypern,-15,23,http://ww2.smb.museum/mk_edit/images/n40/40239/vs_thumb.jpg,Zypern,Zypern,Paphos?
38724,Koinon von Zypern,-15,23,http://ww2.smb.museum/mk_edit/images/n40/40240/vs_thumb.jpg,Zypern,Zypern,Paphos?
38732,Koinon von Zypern,68,69,http://ww2.smb.museum/mk_edit/images/n40/40248/vs_thumb.jpg,Zypern,Zypern,Paphos?
38737,Koinon von Zypern,68,69,http://ww2.smb.museum/mk_edit/images/n40/40253/vs_thumb.jpg,Zypern,Zypern,Paphos?
38739,Koinon von Zypern,68,69,http://ww2.smb.museum/mk_edit/images/n40/40256/vs_thumb.jpg,Zypern,Zypern,Paphos?
38754,Kabyle,-275,-250,http://ww2.smb.museum/mk_edit/images/n40/40273/vs_thumb.jpg,Bulgarien,Thrakien,Kabyle
38797,Karolinger: Karl der Große,747,814,http://ww2.smb.museum/mk_edit/images/n40/40316/vs_thumb.jpg,Deutschland,Rheinland,Aachen
38798,Kypsela,-415,-387,http://ww2.smb.museum/mk_edit/images/n40/40321/vs_thumb.jpg,Türkei,Thrakien,Kypsela
38799,Kypsela,-415,-387,http://ww2.smb.museum/mk_edit/images/n40/40322/vs_thumb.jpg,Türkei,Thrakien,Kypsela
38802,Kypsela,-415,-387,http://ww2.smb.museum/mk_edit/images/n40/40325/vs_thumb.jpg,Türkei,Thrakien,Kypsela
38803,Kypsela,-415,-387,http://ww2.smb.museum/mk_edit/images/n40/40326/vs_thumb.jpg,Türkei,Thrakien,Kypsela
38821,Araber: Arabo-Byzantiner,716,717,http://ww2.smb.museum/mk_edit/images/n40/40348/vs_thumb.jpg,Spanien,,
38823,Umayyaden: Kalifat von Cordoba,966,1013,http://ww2.smb.museum/mk_edit/images/n40/40350/vs_thumb.jpg,Spanien,Andalusien,Cordoba
38824,Taifazeit: Hammudiden von Malaga,1019,1035,http://ww2.smb.museum/mk_edit/images/n40/40351/vs_thumb.jpg,Spanien,,
38826,Taifazeit: Ziriden von Granada,1073,1090,http://ww2.smb.museum/mk_edit/images/n40/40353/vs_thumb.jpg,Spanien,Andalusien,Granada
38827,Spanien: Almoraviden,1146,1147,http://ww2.smb.museum/mk_edit/images/n40/40354/vs_thumb.jpg,Spanien,Andalusien,Sevilla
38831,Süditalien: Normannen,1031,1101,http://ww2.smb.museum/mk_edit/images/n40/40374/vs_thumb.jpg,Italien,Kalabrien,Mileto
38832,Süditalien: Normannen,1153,1189,http://ww2.smb.museum/mk_edit/images/n40/40375/vs_thumb.jpg,Italien,Sizilien,Messana-Messina
38833,Süditalien: Normannen,1095,1154,http://ww2.smb.museum/mk_edit/images/n40/40376/vs_thumb.jpg,Italien,Sizilien,Panormos-Palermo
38834,Süditalien: Normannen,1122,1166,http://ww2.smb.museum/mk_edit/images/n40/40377/vs_thumb.jpg,Italien,Sizilien,Panormos-Palermo
38835,Süditalien: Normannen,1138,1194,http://ww2.smb.museum/mk_edit/images/n40/40378/vs_thumb.jpg,Italien,Sizilien,Panormos-Palermo
